Parameters,Train/Test Split,Dataset Size,Train Accuracy,Test Accuracy
"{'activation_func': 'relu', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'random', 'epochs': 50, 'optimizer': 'adam', 'learning_rate': 0.05, 'lr_decay_type': 'time', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6367686784470934,0.6347138251335371
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'xavier', 'epochs': 50, 'optimizer': 'adam', 'learning_rate': 0.01, 'lr_decay_type': 'step', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6358935346086033,0.6343713072782179
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'xavier', 'epochs': 100, 'optimizer': 'adam', 'learning_rate': 0.01, 'lr_decay_type': 'step', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6340295662580251,0.6336867404846309
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'xavier', 'epochs': 50, 'optimizer': 'adam', 'learning_rate': 0.01, 'lr_decay_type': 'exponential', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6334967376546132,0.6326612188925638
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'random', 'epochs': 100, 'optimizer': 'adam', 'learning_rate': 0.01, 'lr_decay_type': 'exponential', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6225412785330793,0.6326603331603551
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'xavier', 'epochs': 50, 'optimizer': 'adam', 'learning_rate': 0.01, 'lr_decay_type': 'time', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6342194777432419,0.6325466989281598
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'random', 'epochs': 50, 'optimizer': 'adam', 'learning_rate': 0.05, 'lr_decay_type': 'step', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6589074615357335,0.6324357739944855
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'xavier', 'epochs': 50, 'optimizer': 'adam', 'learning_rate': 0.01, 'lr_decay_type': 'time', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6341437157059733,0.6322032953406317
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'random', 'epochs': 50, 'optimizer': 'sgd', 'learning_rate': 0.05, 'lr_decay_type': 'time', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.7228910223947743,0.6320909115539077
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'he', 'epochs': 50, 'optimizer': 'sgd', 'learning_rate': 0.05, 'lr_decay_type': 'exponential', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.632621697988201,0.6319768084046609
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'xavier', 'epochs': 100, 'optimizer': 'adam', 'learning_rate': 0.01, 'lr_decay_type': 'step', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6335352234500329,0.6318605169758393
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'random', 'epochs': 50, 'optimizer': 'adam', 'learning_rate': 0.01, 'lr_decay_type': 'time', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6403823615282238,0.6299230559220055
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'xavier', 'epochs': 50, 'optimizer': 'adam', 'learning_rate': 0.01, 'lr_decay_type': 'exponential', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6293885439326987,0.629693807585619
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'random', 'epochs': 50, 'optimizer': 'adam', 'learning_rate': 0.01, 'lr_decay_type': 'time', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6437676531160553,0.6288952418465745
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'random', 'epochs': 50, 'optimizer': 'adam', 'learning_rate': 0.01, 'lr_decay_type': 'exponential', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6292366899799148,0.6287806697802758
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'xavier', 'epochs': 100, 'optimizer': 'adam', 'learning_rate': 0.01, 'lr_decay_type': 'exponential', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6280194566125148,0.6272962347002786
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'xavier', 'epochs': 100, 'optimizer': 'adam', 'learning_rate': 0.01, 'lr_decay_type': 'time', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6294657065056806,0.6269506949350706
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'xavier', 'epochs': 100, 'optimizer': 'adam', 'learning_rate': 0.01, 'lr_decay_type': 'time', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6302255376413535,0.6268403952241319
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'random', 'epochs': 50, 'optimizer': 'adam', 'learning_rate': 0.01, 'lr_decay_type': 'time', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6264215495360453,0.6255877614733583
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'xavier', 'epochs': 100, 'optimizer': 'adam', 'learning_rate': 0.01, 'lr_decay_type': 'exponential', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6279432605249217,0.6252424301157288
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'random', 'epochs': 100, 'optimizer': 'sgd', 'learning_rate': 0.05, 'lr_decay_type': 'step', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.7280264454014694,0.6249024131513519
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'random', 'epochs': 50, 'optimizer': 'adam', 'learning_rate': 0.01, 'lr_decay_type': 'exponential', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6277527818806143,0.6244454795354177
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'random', 'epochs': 50, 'optimizer': 'adam', 'learning_rate': 0.05, 'lr_decay_type': 'exponential', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.637872676765895,0.624328093966809
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'random', 'epochs': 50, 'optimizer': 'adam', 'learning_rate': 0.05, 'lr_decay_type': 'step', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.618586015208753,0.6230745744838265
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'random', 'epochs': 100, 'optimizer': 'adam', 'learning_rate': 0.05, 'lr_decay_type': 'exponential', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6403449290282578,0.6222783012281459
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'random', 'epochs': 50, 'optimizer': 'sgd', 'learning_rate': 0.05, 'lr_decay_type': 'exponential', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6177160741868165,0.6189509700330743
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'random', 'epochs': 50, 'optimizer': 'adam', 'learning_rate': 0.05, 'lr_decay_type': 'time', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6224657595639922,0.6165755925548476
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'random', 'epochs': 100, 'optimizer': 'adam', 'learning_rate': 0.05, 'lr_decay_type': 'step', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6269162627336475,0.611211233585298
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'random', 'epochs': 50, 'optimizer': 'adam', 'learning_rate': 0.05, 'lr_decay_type': 'time', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6270314249656856,0.6102940839340683
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'random', 'epochs': 100, 'optimizer': 'sgd', 'learning_rate': 0.05, 'lr_decay_type': 'exponential', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.7218258976230154,0.6073305281673262
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'random', 'epochs': 50, 'optimizer': 'adam', 'learning_rate': 0.05, 'lr_decay_type': 'step', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6216672400760817,0.6072160603048169
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'random', 'epochs': 100, 'optimizer': 'adam', 'learning_rate': 0.01, 'lr_decay_type': 'exponential', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6088478820520214,0.6067561568808888
"{'activation_func': 'linear', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'he', 'epochs': 50, 'optimizer': 'sgd', 'learning_rate': 0.05, 'lr_decay_type': 'step', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6074062967530073,0.6059449303814484
"{'activation_func': 'linear', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'he', 'epochs': 50, 'optimizer': 'sgd', 'learning_rate': 0.05, 'lr_decay_type': 'step', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6074062967530073,0.6059449303814484
"{'activation_func': 'linear', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'he', 'epochs': 50, 'optimizer': 'sgd', 'learning_rate': 0.05, 'lr_decay_type': 'time', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6074062967530073,0.6059449303814484
"{'activation_func': 'linear', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'he', 'epochs': 100, 'optimizer': 'sgd', 'learning_rate': 0.05, 'lr_decay_type': 'step', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6074062967530073,0.6059449303814484
"{'activation_func': 'linear', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'he', 'epochs': 100, 'optimizer': 'sgd', 'learning_rate': 0.05, 'lr_decay_type': 'step', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6074062967530073,0.6059449303814484
"{'activation_func': 'linear', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'he', 'epochs': 100, 'optimizer': 'sgd', 'learning_rate': 0.05, 'lr_decay_type': 'exponential', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6074062967530073,0.6059449303814484
"{'activation_func': 'linear', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'he', 'epochs': 100, 'optimizer': 'sgd', 'learning_rate': 0.05, 'lr_decay_type': 'exponential', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6074062967530073,0.6059449303814484
"{'activation_func': 'linear', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'he', 'epochs': 100, 'optimizer': 'sgd', 'learning_rate': 0.05, 'lr_decay_type': 'time', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6074062967530073,0.6059449303814484
"{'activation_func': 'linear', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'he', 'epochs': 50, 'optimizer': 'sgd', 'learning_rate': 0.05, 'lr_decay_type': 'time', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6074062967530073,0.6059449303814484
"{'activation_func': 'linear', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'he', 'epochs': 100, 'optimizer': 'sgd', 'learning_rate': 0.05, 'lr_decay_type': 'time', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6074062967530073,0.6059449303814484
"{'activation_func': 'linear', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'he', 'epochs': 50, 'optimizer': 'sgd', 'learning_rate': 0.05, 'lr_decay_type': 'exponential', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6074062967530073,0.6059449303814484
"{'activation_func': 'linear', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'he', 'epochs': 50, 'optimizer': 'sgd', 'learning_rate': 0.05, 'lr_decay_type': 'exponential', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6074062967530073,0.6059449303814484
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'random', 'epochs': 100, 'optimizer': 'adam', 'learning_rate': 0.05, 'lr_decay_type': 'exponential', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6190052673106446,0.6033312909390637
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'random', 'epochs': 50, 'optimizer': 'adam', 'learning_rate': 0.01, 'lr_decay_type': 'step', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6094194337316967,0.6015060052643755
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'random', 'epochs': 100, 'optimizer': 'adam', 'learning_rate': 0.05, 'lr_decay_type': 'step', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6199188274965023,0.6010445908855029
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'he', 'epochs': 50, 'optimizer': 'adam', 'learning_rate': 0.01, 'lr_decay_type': 'step', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6038252889802886,0.6002561329140172
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'random', 'epochs': 50, 'optimizer': 'adam', 'learning_rate': 0.05, 'lr_decay_type': 'exponential', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6133371603839791,0.5987680507013957
"{'activation_func': 'relu', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'random', 'epochs': 50, 'optimizer': 'adam', 'learning_rate': 0.01, 'lr_decay_type': 'exponential', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.5975488344811244,0.5986574904809838
"{'activation_func': 'relu', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'random', 'epochs': 50, 'optimizer': 'adam', 'learning_rate': 0.01, 'lr_decay_type': 'exponential', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.5975488344811244,0.5986574904809838
"{'activation_func': 'relu', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'random', 'epochs': 100, 'optimizer': 'adam', 'learning_rate': 0.01, 'lr_decay_type': 'exponential', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.5976249148219643,0.598543387
"{'activation_func': 'relu', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'random', 'epochs': 100, 'optimizer': 'adam', 'learning_rate': 0.01, 'lr_decay_type': 'exponential', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.5976249148219643,0.598543387
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'random', 'epochs': 100, 'optimizer': 'adam', 'learning_rate': 0.01, 'lr_decay_type': 'step', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.5866717764228309,0.5979664109505678
"{'activation_func': 'tanh', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'random', 'epochs': 100, 'optimizer': 'sgd', 'learning_rate': 0.05, 'lr_decay_type': 'time', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.5353901022080869,0.5968369981806018
